transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T4999519,2023-02-19T15:16:18.354273,ACC547453,ACC300951,7.29,transfer,retail,Toronto,web,FALSE,,-3685.987411,-1.41,11,0.16,wire_transfer,18.1.162.27,D2250829
T3535924,2023-02-19T15:40:18.441448,ACC558601,ACC375206,58.59,payment,travel,Sydney,atm,FALSE,,-4820.456812,-0.02,20,0.93,ACH,214.180.194.180,D6604340
T1624525,2023-02-19T17:06:56.139550,ACC771250,ACC565359,187.97,withdrawal,online,New York,pos,FALSE,,-2323.330674,-1.29,3,0.27,UPI,139.196.223.59,D4412050
T406238,2023-02-19T18:46:05.559404,ACC454502,ACC735278,423.47,deposit,restaurant,Dubai,pos,FALSE,,,0.35,12,0.94,UPI,49.220.238.157,D2879788
T2392999,2023-02-19T21:59:18.167884,ACC714429,ACC118353,340.36,withdrawal,grocery,Tokyo,web,FALSE,,-2127.399356,-0.44,5,0.39,UPI,123.188.235.178,D8699348
T1997208,2023-02-19T21:59:18.434570,ACC713412,ACC302276,354.83,deposit,utilities,Sydney,pos,FALSE,,-3733.661388,-1.52,12,0.26,ACH,196.250.31.125,D2137370
T2210851,2023-02-19T22:46:55.799501,ACC931216,ACC929859,451.31,withdrawal,grocery,Dubai,atm,FALSE,,677.1592033,0.9,19,0.46,UPI,176.125.210.124,D5203135
T4725011,2023-02-20T03:21:09.361635,ACC275842,ACC551517,152.17,withdrawal,other,New York,web,FALSE,,-1563.867254,-0.72,6,0.09,wire_transfer,233.48.252.218,D5367492
T1037377,2023-02-20T03:54:54.729194,ACC559753,ACC148995,55.95,transfer,restaurant,London,pos,FALSE,,,-0.05,3,0.81,wire_transfer,29.72.178.248,D8655502
T4866703,2023-02-20T04:40:15.967988,ACC627794,ACC962651,14.9,transfer,travel,Tokyo,web,FALSE,,-6712.744222,0.08,19,0.86,card,67.94.24.175,D1759280
T283290,2023-02-20T05:12:32.385832,ACC304672,ACC607043,199.19,payment,entertainment,London,web,FALSE,,,-0.49,12,0.8,ACH,164.125.112.53,D8136139
T2092631,2023-02-20T07:02:28.124741,ACC604411,ACC248746,334.07,deposit,online,Sydney,web,FALSE,,-985.3049344,0.15,19,0.64,card,130.242.129.134,D5468622
T4844252,2023-02-20T07:26:57.649472,ACC455056,ACC462436,6.48,transfer,utilities,Tokyo,mobile,FALSE,,-7319.698129,0.88,11,0.44,wire_transfer,192.213.222.124,D2698086
T634659,2023-02-20T08:25:27.599575,ACC652789,ACC988331,60.55,payment,retail,London,atm,FALSE,,,2.67,1,0.28,wire_transfer,152.186.82.250,D4039157
T764561,2023-02-20T09:09:26.115476,ACC487629,ACC227954,49.03,transfer,utilities,Toronto,mobile,FALSE,,,-0.68,7,0.76,ACH,162.209.46.123,D3284300
T2004026,2023-02-20T09:42:30.990823,ACC437944,ACC712452,11.04,transfer,travel,Dubai,mobile,FALSE,,-2402.358308,0.71,16,0.31,ACH,123.159.119.75,D6266604
T2758445,2023-02-20T10:37:37.356281,ACC274870,ACC601264,667.19,deposit,entertainment,London,web,FALSE,,-4584.249118,1.03,13,0.92,ACH,251.132.175.209,D3931090
T1830025,2023-02-20T10:40:13.306827,ACC835008,ACC805490,1435.21,deposit,restaurant,Berlin,pos,FALSE,,-3289.922762,0.8,8,0.61,wire_transfer,93.169.19.61,D3000552
T4903916,2023-02-20T13:07:07.236719,ACC419827,ACC569967,43.91,payment,grocery,Sydney,mobile,FALSE,,-6737.950824,0.42,16,0.54,card,232.168.69.69,D4137534
T479148,2023-02-20T16:51:17.300645,ACC665341,ACC717496,869.26,deposit,other,Tokyo,web,FALSE,,,0.63,3,0.11,card,7.250.211.174,D6533610
T1260765,2023-02-20T23:03:35.713943,ACC433945,ACC903674,58.38,payment,travel,Toronto,pos,FALSE,,381.2202817,0.8,3,0.86,UPI,171.28.235.21,D8496700
T3190931,2023-02-21T00:12:41.392321,ACC513409,ACC271208,16.42,transfer,travel,London,web,FALSE,,-4181.063657,-0.87,2,0.63,ACH,19.173.175.174,D3559853
T2214795,2023-02-21T03:27:29.357443,ACC714173,ACC662869,9.96,transfer,online,Toronto,web,FALSE,,819.1452571,-0.58,4,0.49,ACH,114.130.12.1,D4538401
T1652904,2023-02-21T03:28:46.815160,ACC762363,ACC662869,285.44,deposit,other,New York,atm,FALSE,,947.101934,0.06,15,0.88,ACH,48.17.127.231,D5324658
T4774546,2023-02-21T04:24:48.383878,ACC879896,ACC662869,1594.37,deposit,other,London,web,FALSE,,-3130.704781,-0.87,4,0.76,ACH,246.52.205.115,D8628865
T5014960,2023-02-21T10:09:19.637788,ACC350064,ACC663479,84.61,withdrawal,entertainment,Tokyo,atm,FALSE,,-4093.914817,-1.34,8,0.21,card,233.151.120.59,D7776087
T2434531,2023-02-21T10:16:19.696988,ACC180868,ACC988611,66.52,payment,restaurant,Singapore,mobile,FALSE,,-6035.322221,-0.06,12,0.75,ACH,214.156.141.90,D7802750
T3280844,2023-02-21T10:47:39.688278,ACC357453,ACC667683,35.2,payment,restaurant,Dubai,mobile,FALSE,,-957.0181377,-0.58,11,0.03,wire_transfer,21.77.232.155,D3363353
T274650,2023-02-21T11:31:35.872478,ACC229096,ACC695060,489.15,withdrawal,entertainment,London,atm,FALSE,,,-1.92,6,0.49,ACH,166.109.218.208,D5738918
T2763057,2023-02-21T12:05:55.848353,ACC954362,ACC283880,229.68,withdrawal,retail,New York,atm,FALSE,,-6423.392975,-0.51,11,0.76,UPI,227.118.195.27,D2508919
T603145,2023-02-21T15:08:13.639924,ACC269408,ACC362849,185.08,deposit,online,Sydney,pos,FALSE,,-1261.397637,0.57,10,0.45,wire_transfer,89.190.224.200,D1402231
T4981701,2023-02-21T17:50:36.080165,ACC681709,ACC216422,20.98,payment,grocery,Tokyo,atm,FALSE,,-604.9281061,-1.01,15,0.62,ACH,28.17.63.111,D3090736
T340983,2023-02-21T18:15:29.991868,ACC958249,ACC272035,296.32,withdrawal,retail,Sydney,web,FALSE,,-3148.763457,1.05,14,0.53,wire_transfer,90.230.201.118,D1255264
T4391453,2023-02-21T19:36:52.728557,ACC580344,ACC357702,320.09,withdrawal,online,London,atm,FALSE,,-6718.391233,-0.6,7,0.74,wire_transfer,137.49.210.201,D8586591
T581379,2023-02-21T20:01:42.688802,ACC514023,ACC982849,11.92,payment,grocery,New York,web,FALSE,,-382.5516433,-0.47,3,0.67,UPI,174.138.109.102,D8504965
T1153195,2023-02-21T20:28:19.261219,ACC176400,ACC672820,33.92,transfer,grocery,London,web,FALSE,,-292.3022151,-1,14,0.15,ACH,107.87.56.161,D8971971
T3767902,2023-02-21T20:51:53.457306,ACC420837,ACC478759,356.93,withdrawal,grocery,Berlin,pos,FALSE,,-556.9413854,0.66,16,0.18,ACH,72.8.191.118,D9146003
T485686,2023-02-21T21:08:28.808123,ACC370570,ACC320023,246.68,withdrawal,retail,Tokyo,pos,FALSE,,,0.36,11,0.53,ACH,180.235.189.96,D5467984
T1297951,2023-02-21T21:56:03.469771,ACC146517,ACC486565,987.72,deposit,travel,London,atm,FALSE,,,0.59,14,0.77,UPI,72.55.74.195,D9215511
T3727018,2023-02-21T22:23:35.190342,ACC254724,ACC949579,1402.31,deposit,travel,Tokyo,mobile,FALSE,,-6537.441285,1.36,20,0.47,UPI,99.81.110.146,D9525519
T2915581,2023-02-21T22:30:29.310017,ACC341978,ACC782085,183.89,withdrawal,grocery,Sydney,mobile,FALSE,,-5673.676865,-0.51,2,0.7,card,103.23.91.110,D4493651
T966494,2023-02-21T23:24:15.923589,ACC990206,ACC846945,203.62,payment,restaurant,Toronto,pos,FALSE,,-4867.536057,-2.14,9,0.2,card,53.237.149.246,D5898217
T166202,2023-02-21T23:30:37.378728,ACC758626,ACC248164,180.92,payment,other,Tokyo,pos,FALSE,,,1.02,8,0.77,ACH,125.122.126.170,D1490672
T4706633,2023-02-22T04:47:13.095501,ACC410967,ACC852962,37.51,payment,entertainment,Tokyo,atm,FALSE,,-1563.982964,1.08,9,0.62,wire_transfer,91.219.165.128,D5007486
T2613281,2023-02-22T05:49:12.087606,ACC468183,ACC487536,68.9,transfer,retail,Tokyo,pos,FALSE,,-2560.446869,-0.97,5,0.97,ACH,94.107.34.209,D4450045
T717716,2023-02-22T08:23:15.801845,ACC763875,ACC690475,506.95,deposit,grocery,New York,mobile,FALSE,,,-0.34,17,0.12,ACH,4.105.148.226,D7007840
T2039629,2023-02-22T08:38:37.113940,ACC748426,ACC342228,1033.81,deposit,travel,New York,mobile,FALSE,,-5830.996488,0.75,17,0.36,ACH,32.154.11.9,D2354278
T146080,2023-02-22T14:42:28.008250,ACC965532,ACC915763,0.01,withdrawal,utilities,Dubai,pos,FALSE,,486.9509592,-0.91,16,0.29,ACH,2.131.68.43,D3839913
T3962849,2023-02-22T14:53:22.302614,ACC121123,ACC943665,297.04,deposit,retail,Berlin,atm,FALSE,,-6890.876966,0.45,19,0.37,ACH,26.12.4.126,D4086696
T5002708,2023-02-22T15:43:50.232127,ACC813859,ACC445825,424.31,payment,travel,New York,atm,FALSE,,417.7633325,0.29,20,0.52,ACH,217.193.90.152,D9656973
T610447,2023-02-22T16:35:26.069739,ACC432547,ACC362709,832.22,deposit,utilities,Toronto,mobile,FALSE,,-5020.077921,0.22,12,0.47,card,146.132.146.208,D3943138
T642688,2023-02-22T16:46:37.379640,ACC413305,ACC182014,1772.42,deposit,entertainment,London,web,FALSE,,28.0721735,-0.47,10,0.3,ACH,166.113.243.5,D8298022
T4055436,2023-02-22T17:55:12.312274,ACC773075,ACC997902,181.15,payment,online,Sydney,pos,FALSE,,-880.336636,1.66,8,0.06,wire_transfer,33.91.9.71,D1862421
T4789340,2023-02-22T23:56:12.770668,ACC226369,ACC298129,49.4,deposit,other,New York,atm,FALSE,,-3025.396756,-0.22,4,0.67,UPI,249.81.115.24,D5131893
T3018371,2023-02-23T00:00:22.460500,ACC385181,ACC121896,37.66,transfer,entertainment,Singapore,web,FALSE,,-2742.581435,0.72,19,0.18,UPI,201.175.167.236,D5267353
T141569,2023-02-23T01:20:42.771883,ACC141505,ACC357453,74.4,withdrawal,travel,Dubai,web,FALSE,,,-0.34,13,0.17,card,10.114.104.225,D3659325
T1840966,2023-02-23T01:32:01.515747,ACC946038,ACC484535,948.08,deposit,grocery,Singapore,web,FALSE,,-3702.963906,0.36,13,0.96,wire_transfer,37.78.120.86,D5516111
T4930180,2023-02-23T02:37:11.995264,ACC649631,ACC484535,8.95,payment,utilities,Berlin,pos,FALSE,,-6743.196833,-0.5,12,0.24,UPI,180.8.43.71,D5739503
T4167782,2023-02-23T02:40:55.280528,ACC601370,ACC484535,363.45,withdrawal,retail,Sydney,web,FALSE,,-1244.282886,-0.54,6,0.32,card,20.211.216.88,D4376054
T2707215,2023-02-23T04:31:06.051527,ACC260024,ACC964371,473.67,deposit,retail,Berlin,pos,FALSE,,-2462.877024,0.5,5,0.28,UPI,176.247.177.236,D4312252
T3790719,2023-02-23T04:49:46.440809,ACC626869,ACC152039,70.44,withdrawal,entertainment,Sydney,atm,FALSE,,-6431.201364,0.5,3,0.33,UPI,214.154.220.5,D9236132
T3781494,2023-02-23T05:26:26.061658,ACC687475,ACC286440,338.64,withdrawal,other,New York,atm,FALSE,,-2343.157486,0.4,19,0.83,card,72.55.104.95,D2650090
T488285,2023-02-23T05:47:10.308383,ACC291943,ACC758679,764.54,withdrawal,utilities,Berlin,atm,FALSE,,,-0.85,9,0.84,card,186.214.240.113,D3836611
T5085137,2023-02-23T07:31:11.247322,ACC604444,ACC975274,374.87,withdrawal,other,New York,pos,FALSE,,1240.161525,0.08,7,0.05,UPI,153.157.56.11,D5222728
T2292947,2023-02-23T08:53:22.992549,ACC524467,ACC513902,17.85,transfer,restaurant,Berlin,web,FALSE,,-6401.771438,-0.2,17,0.97,UPI,149.38.35.59,D8379232
T1460578,2023-02-23T09:03:03.561188,ACC107428,ACC895391,25.9,transfer,utilities,Dubai,pos,FALSE,,-4642.529764,0.49,17,0.68,ACH,87.95.189.79,D8102778
T3139242,2023-02-23T09:25:33.502226,ACC578062,ACC926903,574.25,withdrawal,retail,London,mobile,FALSE,,,1.31,13,0.78,ACH,41.198.131.224,D4350547
T2383272,2023-02-23T12:08:35.493300,ACC897049,ACC143965,483.97,withdrawal,grocery,New York,atm,FALSE,,-4100.571505,0.24,14,1,UPI,173.6.92.58,D1308395
T5002995,2023-02-23T13:28:07.026793,ACC803344,ACC860560,442.38,withdrawal,restaurant,Singapore,pos,FALSE,,-1477.559652,0.77,2,0.25,wire_transfer,141.38.34.156,D8846520
T2977264,2023-02-23T13:38:23.316576,ACC287034,ACC288105,12.56,transfer,entertainment,London,atm,FALSE,,-5739.476206,0.13,11,0.73,wire_transfer,185.229.76.75,D5171043
T2969258,2023-02-23T22:38:00.336350,ACC283654,ACC741266,43.23,withdrawal,utilities,Tokyo,pos,FALSE,,-311.4875653,0.65,1,0.36,wire_transfer,215.165.233.132,D1759879
T2784689,2023-02-23T23:42:34.621536,ACC596956,ACC758135,323.73,withdrawal,retail,London,atm,FALSE,,-7427.523399,-0.73,6,0.16,wire_transfer,216.96.165.238,D9271379
T1559616,2023-02-24T00:57:24.560835,ACC191411,ACC596963,1107.16,deposit,other,Toronto,mobile,FALSE,,,2.45,17,0.42,ACH,165.27.33.144,D6427055
T2779785,2023-02-24T03:56:08.277375,ACC131445,ACC168049,4.9,payment,restaurant,Toronto,atm,FALSE,,-5321.755533,1.78,3,0.91,UPI,196.181.49.33,D8137954
T4107832,2023-02-24T09:32:03.139099,ACC319116,ACC328919,624.01,withdrawal,travel,New York,mobile,FALSE,,-4638.223731,0.42,12,0.18,card,131.165.210.115,D8287752
T2827563,2023-02-24T11:50:35.235799,ACC677160,ACC791904,7.25,payment,retail,Berlin,atm,FALSE,,-7077.380918,-0.44,18,0.77,UPI,253.43.36.243,D4990125
T1325822,2023-02-24T16:33:41.242755,ACC894352,ACC520560,371.79,withdrawal,utilities,Tokyo,pos,TRUE,card_not_present,-7118.426107,0.77,11,0.94,wire_transfer,108.181.134.114,D5063282
T3100533,2023-02-24T23:28:55.778410,ACC495168,ACC704107,25.13,transfer,utilities,Singapore,mobile,TRUE,card_not_present,-1543.62672,0.14,19,0.42,card,83.122.12.193,D4423250
T285569,2023-02-25T04:22:58.871075,ACC891699,ACC534395,158.29,payment,online,Tokyo,mobile,FALSE,,,-0.41,3,0.97,ACH,77.54.241.254,D5356103
T1269788,2023-02-25T06:21:14.842880,ACC263250,ACC546354,661.96,deposit,restaurant,Dubai,pos,FALSE,,,-0.35,6,0.24,ACH,140.156.40.41,D7315392
T1039119,2023-02-25T07:02:44.080459,ACC656778,ACC720297,13.55,transfer,entertainment,New York,mobile,FALSE,,-752.6810949,-0.68,19,0.53,wire_transfer,125.124.51.127,D3067046
T3827319,2023-02-25T11:06:54.962817,ACC429068,ACC334637,17.23,transfer,retail,Dubai,pos,FALSE,,-1299.059758,-0.06,14,0.28,card,71.192.172.221,D4873485
T4230965,2023-02-25T13:03:38.010706,ACC777569,ACC811651,243.58,withdrawal,restaurant,Singapore,mobile,FALSE,,-5731.797439,1.5,12,0.08,card,155.121.42.206,D1741666
T4065825,2023-02-25T13:03:56.640325,ACC478386,ACC686486,16.7,transfer,other,Singapore,mobile,FALSE,,-1281.090847,0.15,20,0.73,wire_transfer,215.121.61.62,D5101236
T2349671,2023-02-25T15:22:32.921062,ACC718277,ACC882373,273.16,withdrawal,grocery,Singapore,web,FALSE,,-1335.722164,-0.82,3,0.42,UPI,204.129.89.51,D6457644
T1843561,2023-02-25T17:14:07.016551,ACC816853,ACC571472,30.25,transfer,retail,Tokyo,atm,FALSE,,-4205.876226,-1.96,9,0.33,wire_transfer,106.212.116.49,D8697433
T1404574,2023-02-25T19:53:16.268980,ACC925014,ACC310611,788.5,deposit,travel,Toronto,atm,FALSE,,,0.7,12,0.36,wire_transfer,51.50.30.73,D5204737
T2293136,2023-02-25T21:52:36.448652,ACC746082,ACC653015,25.44,transfer,grocery,London,pos,FALSE,,-2800.266871,0.16,11,0.75,wire_transfer,147.110.111.199,D7367283
T3849949,2023-02-26T02:01:11.915308,ACC782960,ACC430707,961.96,deposit,grocery,Berlin,mobile,FALSE,,-1842.241824,1.02,15,0.9,card,54.93.90.209,D4911178
T1655089,2023-02-26T05:07:40.515298,ACC623221,ACC684748,193.18,withdrawal,online,Singapore,web,FALSE,,,-0.49,16,0.73,wire_transfer,209.38.31.245,D9671783
T1500015,2023-02-26T05:55:48.326403,ACC567635,ACC452815,13.99,transfer,entertainment,London,atm,FALSE,,-5496.905118,-2.51,8,0.05,card,37.127.185.170,D2380246
T832424,2023-02-26T17:02:48.937092,ACC869668,ACC466918,79.87,payment,utilities,Tokyo,web,FALSE,,-6177.37264,-1.38,3,0.14,wire_transfer,165.89.234.114,D4641480
T500493,2023-02-26T19:12:34.415800,ACC483193,ACC937191,17.06,transfer,travel,Berlin,atm,FALSE,,,0.82,14,0.21,wire_transfer,185.238.31.240,D2002423
T890030,2023-02-26T19:41:09.949112,ACC520855,ACC159988,398.87,withdrawal,utilities,Singapore,mobile,FALSE,,,0.64,3,0.72,card,62.74.133.123,D4259297
T141037,2023-02-27T02:36:18.601102,ACC281067,ACC518271,19.09,transfer,entertainment,London,pos,FALSE,,,-1.28,14,0.84,UPI,17.192.2.127,D8013185
T4528029,2023-02-27T06:05:35.393486,ACC294334,ACC967879,1058.95,deposit,restaurant,Singapore,mobile,FALSE,,-6539.857657,0.14,1,0.92,ACH,70.79.29.50,D1746503
T4321677,2023-02-27T08:24:36.619031,ACC804462,ACC911418,1455.11,deposit,online,Toronto,pos,FALSE,,-863.8801997,-0.14,7,0.19,wire_transfer,238.148.185.41,D9324499
T4019590,2023-02-27T08:36:09.812647,ACC696789,ACC263799,0.01,withdrawal,utilities,Tokyo,mobile,FALSE,,573.5034432,-0.72,16,0.25,wire_transfer,134.145.53.152,D9962924
T3288650,2023-02-27T10:01:02.309926,ACC127132,ACC520372,0.45,payment,entertainment,Sydney,mobile,FALSE,,-7356.546987,-0.1,12,0.33,card,212.119.67.135,D2325850
T4133625,2023-02-27T10:40:24.156103,ACC432230,ACC333030,68.53,withdrawal,entertainment,Sydney,mobile,FALSE,,57.43971448,0.37,18,0.95,card,117.42.116.28,D2461313
T3715382,2023-02-27T13:34:52.416903,ACC873736,ACC403463,40.82,payment,online,Singapore,web,FALSE,,-1578.55248,-0.46,15,0.18,wire_transfer,145.92.200.13,D1936079
T3420245,2023-02-27T14:29:16.369003,ACC137691,ACC207458,455.53,withdrawal,grocery,London,mobile,FALSE,,-5231.224037,-0.04,14,0.44,wire_transfer,34.153.33.1,D9875409
T3111847,2023-02-27T16:09:17.929059,ACC794746,ACC690168,666.24,deposit,entertainment,Toronto,atm,FALSE,,397.8959627,-0.57,15,0.48,wire_transfer,161.70.124.237,D9310928
T775562,2023-02-27T16:55:42.112160,ACC992194,ACC918233,899.09,deposit,entertainment,Dubai,mobile,FALSE,,1278.268791,-1.53,4,0.89,UPI,217.111.52.75,D1933522
T1880107,2023-02-27T17:17:22.554928,ACC836551,ACC702368,8.82,payment,grocery,Berlin,mobile,FALSE,,-2840.750512,1.07,3,0.46,UPI,52.123.188.12,D7533753
T572701,2023-02-27T17:57:15.480765,ACC801481,ACC734440,346.95,withdrawal,utilities,Sydney,mobile,FALSE,,,-1.17,17,0.76,ACH,194.234.60.13,D2875466
T866824,2023-02-27T18:40:14.111150,ACC242600,ACC895454,0.01,deposit,other,London,pos,FALSE,,984.4228649,-0.46,9,0.12,ACH,36.209.206.126,D9654230
T1293909,2023-02-27T22:22:32.661849,ACC680372,ACC401570,238.03,withdrawal,travel,Sydney,atm,FALSE,,-3394.298277,0.24,14,0.8,card,7.107.170.75,D2939861
T723708,2023-02-27T22:31:21.816329,ACC858221,ACC274963,19.51,withdrawal,grocery,Singapore,mobile,FALSE,,-1601.37584,-0.42,13,0.66,card,103.40.41.204,D1611011
T4136574,2023-02-28T02:31:14.209504,ACC590397,ACC439829,1,payment,travel,Dubai,pos,FALSE,,-128.2997216,0.38,18,0.17,card,30.68.249.237,D8713192
T1526435,2023-02-28T02:31:58.948133,ACC800519,ACC343468,28.51,transfer,entertainment,Toronto,mobile,FALSE,,-892.3086977,0.9,18,0.78,card,192.35.45.175,D4328660
T1999878,2023-02-28T03:27:06.475192,ACC287871,ACC262571,13.99,transfer,entertainment,London,web,FALSE,,-2097.448299,1.56,20,0.18,UPI,38.42.241.98,D3933664
T4943589,2023-02-28T09:32:44.105802,ACC898555,ACC919578,207.58,payment,grocery,Toronto,atm,FALSE,,-1000.98855,2.36,13,0.06,wire_transfer,93.255.27.4,D7494519
T1816774,2023-02-28T10:50:04.454242,ACC992116,ACC478656,365.85,withdrawal,other,Dubai,web,FALSE,,-5532.889413,-0.74,7,0.35,card,16.157.187.68,D7611809
T3608369,2023-02-28T11:30:17.932501,ACC874173,ACC978731,848.51,deposit,online,Tokyo,mobile,FALSE,,1037.871576,-0.16,2,0.7,UPI,144.113.200.125,D2211663
T3278280,2023-02-28T12:27:00.805722,ACC104662,ACC282534,482.45,withdrawal,travel,Dubai,atm,FALSE,,-6482.607555,-1.75,18,0.22,UPI,45.8.139.233,D4771775
T3167948,2023-02-28T13:56:13.899315,ACC724995,ACC958757,32.42,transfer,grocery,Tokyo,pos,FALSE,,-2835.144483,1.81,19,0.92,ACH,155.112.228.54,D9282007
T3521826,2023-02-28T15:39:16.775944,ACC978781,ACC203156,421.45,withdrawal,restaurant,Sydney,pos,TRUE,card_not_present,-6552.064187,0.51,15,0.97,wire_transfer,225.29.44.13,D9615306
T3723485,2023-02-28T16:55:52.993197,ACC132670,ACC169802,265.86,withdrawal,travel,Berlin,mobile,FALSE,,-2781.3728,0.43,4,0.04,card,58.84.223.20,D1989106
T924409,2023-02-28T18:00:48.297929,ACC189024,ACC744078,72.82,payment,other,London,mobile,FALSE,,-5177.05885,0.32,1,0.33,wire_transfer,177.207.119.39,D2917613
T3326720,2023-02-28T18:01:23.157598,ACC772684,ACC653894,663.47,withdrawal,restaurant,Dubai,pos,FALSE,,-2833.959158,0.55,17,0.41,UPI,117.83.65.92,D8667644
T3996616,2023-02-28T18:16:52.306033,ACC777107,ACC145829,1999.7,deposit,online,Sydney,web,TRUE,card_not_present,-6200.194052,0.21,19,0.47,wire_transfer,105.42.56.219,D5055786
T2804859,2023-02-28T19:10:40.446126,ACC688694,ACC164954,594.96,withdrawal,online,New York,web,FALSE,,-910.2987026,-0.48,6,0.11,ACH,53.130.132.74,D2357244
T1724229,2023-02-28T19:35:15.824732,ACC479741,ACC244999,751.52,deposit,other,Sydney,pos,FALSE,,-1830.803856,-0.12,18,0.02,wire_transfer,107.239.184.206,D5481531
T1617625,2023-02-28T22:13:56.225240,ACC396387,ACC846944,893.33,deposit,entertainment,Toronto,mobile,FALSE,,-7253.960712,2.12,20,0.86,ACH,152.32.187.62,D2021269
T4325327,2023-02-28T23:40:15.787455,ACC681364,ACC929851,1155.62,deposit,grocery,Dubai,pos,TRUE,card_not_present,369.9393085,-0.44,8,0.99,ACH,170.86.93.127,D4851543
T3856420,2023-02-28T23:52:17.425121,ACC863712,ACC397550,36.49,payment,restaurant,Singapore,pos,FALSE,,-2629.183237,1.21,16,0.59,UPI,134.214.183.232,D4157751
T1607967,2023-03-01T04:22:46.407761,ACC507079,ACC959101,323.37,withdrawal,retail,Dubai,pos,FALSE,,-3056.250279,-1.32,17,0.89,ACH,172.157.67.138,D6018466
T4987731,2023-03-01T10:20:15.978888,ACC128087,ACC390225,1953.29,deposit,retail,London,atm,FALSE,,341.2878318,0.2,4,0.88,ACH,88.249.59.10,D6788499
T4904500,2023-03-01T10:37:47.155050,ACC718174,ACC243132,868.4,withdrawal,other,Toronto,atm,TRUE,card_not_present,-1252.847202,-0.44,18,0.34,wire_transfer,113.254.76.178,D4930112
T165319,2023-03-01T10:52:52.051645,ACC991559,ACC605855,331.92,withdrawal,entertainment,London,web,FALSE,,,-0.29,18,0.34,card,190.83.137.117,D6099996
T2656170,2023-03-01T15:11:08.378861,ACC280578,ACC351476,14.1,transfer,entertainment,Sydney,mobile,FALSE,,-5396.826951,0.42,16,0.67,ACH,68.138.227.129,D5098734
T2453795,2023-03-01T15:53:29.867606,ACC776846,ACC985220,327.38,deposit,retail,Tokyo,atm,FALSE,,462.7183386,-0.94,8,0.07,UPI,166.254.150.151,D5815589
T2150215,2023-03-01T16:48:42.823036,ACC455641,ACC714041,115.07,transfer,restaurant,Sydney,pos,FALSE,,-2497.913011,-0.58,2,0.47,card,163.1.207.76,D3137305
T3556998,2023-03-01T19:01:15.635814,ACC767655,ACC739928,16.53,transfer,utilities,London,pos,FALSE,,48.14384976,-2.84,3,0.38,UPI,178.173.170.131,D9415596
T4281884,2023-03-01T21:16:35.282183,ACC885404,ACC170659,107.27,payment,retail,Toronto,atm,FALSE,,-3063.456369,-0.57,17,0.66,wire_transfer,131.49.115.246,D6019056
T2746265,2023-03-02T00:08:54.494688,ACC838596,ACC601624,1618.78,deposit,restaurant,Sydney,mobile,FALSE,,-5977.351598,-0.77,20,0.36,ACH,2.4.250.8,D6270253
T2350505,2023-03-02T00:15:51.465623,ACC593953,ACC103295,18.92,transfer,restaurant,Singapore,web,TRUE,card_not_present,-5235.576526,0.31,13,0.73,UPI,1.72.44.17,D6720573
T753778,2023-03-02T01:18:31.381556,ACC232411,ACC587614,50.04,payment,utilities,Singapore,mobile,FALSE,,,-0.98,6,0.18,ACH,175.78.241.219,D3146950
T2633317,2023-03-02T02:52:56.467133,ACC738611,ACC806307,11.86,transfer,retail,New York,pos,FALSE,,-1873.877692,1.17,17,0.21,ACH,236.100.223.88,D4663395
T4003900,2023-03-02T04:09:09.118744,ACC751477,ACC377429,1601.25,deposit,grocery,Tokyo,mobile,FALSE,,-2468.268343,-0.07,3,0.18,wire_transfer,177.151.144.119,D4205820
T2056733,2023-03-02T04:46:38.504902,ACC925999,ACC550629,35.34,transfer,restaurant,Sydney,atm,FALSE,,283.0462902,0.96,17,0.02,UPI,87.13.48.67,D2635978
T2453501,2023-03-02T05:12:00.144742,ACC631199,ACC657955,1367.5,deposit,utilities,Toronto,pos,FALSE,,-4397.245807,-1.44,1,0.61,UPI,51.41.165.186,D1190862
T623642,2023-03-02T06:13:39.357203,ACC584656,ACC412031,64.43,payment,travel,Berlin,pos,FALSE,,,0.23,5,0.66,UPI,63.152.129.83,D7939178
T2029376,2023-03-02T10:27:14.730368,ACC625210,ACC406307,196.01,deposit,utilities,Dubai,web,FALSE,,-5303.532878,-1.04,9,0.57,card,161.215.100.100,D3678724
T2921068,2023-03-02T17:33:04.192436,ACC384523,ACC137266,73.11,payment,restaurant,Singapore,mobile,FALSE,,-5041.291994,1.8,14,0.18,UPI,204.41.36.130,D8655265
T1576103,2023-03-02T18:23:26.247276,ACC497590,ACC225633,1268.42,deposit,travel,Toronto,pos,FALSE,,-4017.583442,-0.45,10,0.72,card,122.107.116.253,D2242619
T4633610,2023-03-02T19:01:03.663176,ACC985654,ACC902094,1018.5,deposit,online,Singapore,mobile,TRUE,card_not_present,-2370.671953,-1.02,13,0.69,card,213.183.228.22,D2539307
T3965047,2023-03-02T20:35:43.798665,ACC727499,ACC858615,51.63,payment,grocery,Berlin,web,FALSE,,77.20913144,-1.69,9,0.67,ACH,40.63.188.150,D2444717
T421265,2023-03-02T21:25:22.164037,ACC864507,ACC513120,6.07,payment,grocery,London,atm,FALSE,,,-0.71,19,0.5,ACH,60.65.53.198,D3973482
