transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T1762033,2023-03-26T07:51:42.773201,ACC441461,ACC535520,912.2,deposit,entertainment,Sydney,mobile,False,,-939.577381757778,-0.32,17,0.44,card,211.123.134.21,D6686168
T5024355,2023-03-26T08:13:27.720017,ACC469248,ACC288752,91.78,payment,entertainment,Dubai,atm,False,,-5442.496529816111,-0.35,8,0.92,UPI,247.95.231.15,D3514857
T1457786,2023-03-26T08:27:41.685318,ACC935778,ACC230599,19.42,transfer,other,Sydney,web,False,,-3405.0284333427776,1.04,4,0.96,ACH,67.136.200.148,D9403958
T2242610,2023-03-26T14:45:12.075156,ACC677965,ACC272815,1582.79,deposit,other,New York,mobile,False,,1732.0920203694443,0.52,17,0.95,ACH,29.141.105.161,D9368905
T900515,2023-03-26T22:58:20.052239,ACC566203,ACC157217,161.51,withdrawal,other,Singapore,atm,False,,-5690.805102352223,1.62,7,0.27,card,80.214.143.223,D1741146
T999672,2023-03-27T03:18:04.880607,ACC588375,ACC493972,345.33,withdrawal,online,New York,mobile,False,,-4982.854931560555,-1.78,10,0.47,UPI,64.221.36.39,D2742828
T4484031,2023-03-27T10:45:51.299274,ACC372980,ACC277021,61.07,payment,grocery,Berlin,web,False,,-3234.755216196389,0.07,1,0.94,card,119.185.33.220,D4161504
T4023781,2023-03-27T11:34:30.679011,ACC743617,ACC825815,14.18,payment,restaurant,Toronto,mobile,False,,-3540.952185734167,1.74,8,0.17,ACH,32.228.178.101,D7325941
T3087761,2023-03-27T14:33:47.234061,ACC990021,ACC701485,1338.05,deposit,grocery,Dubai,atm,False,,-2334.353696534722,-2.14,18,0.4,wire_transfer,110.201.241.99,D9221594
T253097,2023-03-27T16:24:30.057569,ACC124492,ACC477095,18.78,payment,online,London,mobile,False,,-6166.397372319167,-0.08,8,0.3,ACH,165.31.158.17,D9283141
T5000872,2023-03-28T00:36:06.779555,ACC472785,ACC440669,397.6,withdrawal,retail,Tokyo,atm,False,,-1337.599705978611,1.59,16,0.29,wire_transfer,216.130.112.152,D2127217
T3551006,2023-03-28T01:02:36.224070,ACC978306,ACC104349,318.57,deposit,travel,Toronto,mobile,False,,-1661.0946490708332,0.39,8,0.13,wire_transfer,47.180.134.209,D1838274
T3129251,2023-03-28T02:48:51.840954,ACC476498,ACC965254,17.07,transfer,entertainment,Berlin,pos,True,card_not_present,1858.7418575869444,0.26,9,0.87,wire_transfer,243.137.59.163,D2585720
T4345548,2023-03-28T05:51:30.319416,ACC264819,ACC825708,1224.17,deposit,entertainment,Tokyo,web,False,,1374.6801335941666,-0.43,1,0.04,ACH,240.232.35.49,D6845011
T508772,2023-03-28T11:54:28.159887,ACC719970,ACC299829,321.5,withdrawal,restaurant,Sydney,pos,False,,-3646.7063520475,-0.44,8,0.96,UPI,137.63.106.253,D4527362
T1570731,2023-03-28T12:41:48.692496,ACC757928,ACC281689,158.42,withdrawal,utilities,Dubai,atm,False,,876.2859052652777,0.35,18,0.43,ACH,206.151.35.224,D7308105
T4162601,2023-03-28T12:51:58.245282,ACC382376,ACC460532,45.07,transfer,utilities,Toronto,atm,False,,-6424.301027042222,0.25,2,0.26,ACH,180.209.247.201,D1321512
T758556,2023-03-29T05:57:28.241414,ACC327774,ACC938260,2.99,payment,travel,Tokyo,atm,False,,704.4912445930556,-0.73,17,0.21,card,245.167.85.83,D5184355
T3364344,2023-03-29T07:26:03.442843,ACC818752,ACC809964,0.01,withdrawal,online,New York,atm,False,,-3430.068564431111,-0.15,7,0.39,UPI,191.182.206.187,D2852758
T3112252,2023-03-29T11:53:06.611535,ACC505274,ACC469057,10.93,transfer,utilities,Sydney,mobile,False,,-3014.2515080541666,-0.48,7,0.71,wire_transfer,165.196.129.98,D9343667
T2261243,2023-03-29T17:15:15.514233,ACC941931,ACC509569,188.3,withdrawal,utilities,Toronto,atm,False,,-2691.915163965833,-0.69,4,0.02,wire_transfer,251.174.162.192,D4697094
T383423,2023-03-30T02:46:43.321832,ACC139519,ACC547540,323.27,payment,restaurant,Sydney,web,True,card_not_present,-2999.127023463333,2.38,14,0.84,card,183.134.39.177,D4686374
T1937513,2023-03-30T05:11:54.302755,ACC118223,ACC403080,2708.29,deposit,entertainment,Sydney,atm,False,,-4681.065512748888,-1.49,18,0.41,UPI,249.235.13.54,D7288616
T3151876,2023-03-31T05:24:03.333607,ACC402049,ACC326893,215.27,withdrawal,retail,London,atm,False,,-5055.873257344722,-1.29,4,0.08,card,172.101.119.74,D4168647
T2369311,2023-03-31T11:30:01.017788,ACC855497,ACC611125,27.73,transfer,entertainment,Berlin,atm,False,,-307.27495841583334,0.24,2,0.83,ACH,2.211.86.160,D5280540
T1657453,2023-03-31T18:17:52.586668,ACC643032,ACC626976,1210.98,deposit,utilities,Sydney,web,False,,-1169.3199675094445,-0.25,19,0.57,card,144.68.191.51,D6887196
T364914,2023-03-31T22:57:39.079262,ACC667584,ACC332943,0.44,payment,utilities,Tokyo,atm,False,,,-0.82,12,0.35,ACH,197.127.249.225,D4978961
T2708418,2023-04-01T03:27:24.815094,ACC319864,ACC868621,19.93,transfer,restaurant,Tokyo,pos,False,,-396.9669196713889,0.17,15,0.91,ACH,171.107.158.156,D1440765
T4213922,2023-04-01T07:35:33.894623,ACC742566,ACC932369,22.96,payment,other,London,pos,False,,-2707.6268230563887,0.4,16,0.35,card,240.175.33.97,D6469148
T2729938,2023-04-01T18:52:32.234126,ACC701124,ACC748086,18.89,transfer,entertainment,Tokyo,atm,False,,-2133.5364761572223,-1.83,2,0.99,ACH,12.4.134.251,D8518839
T4304683,2023-04-01T19:56:02.976885,ACC502779,ACC896604,24.9,transfer,utilities,Dubai,atm,False,,1246.0809899705555,-1.19,1,0.34,ACH,134.79.240.95,D7331561
T4601635,2023-04-01T21:50:59.281276,ACC184973,ACC400473,1303.49,deposit,entertainment,Dubai,web,False,,-4563.724089218611,0.39,6,0.27,UPI,180.168.62.143,D2685924
T691655,2023-04-02T16:15:25.356895,ACC902704,ACC702772,135.45,payment,retail,Toronto,mobile,False,,,-0.43,4,0.34,UPI,78.122.101.80,D8284059
T168046,2023-04-03T04:07:01.672683,ACC432694,ACC814336,44.91,payment,entertainment,New York,atm,False,,,0.94,12,0.41,card,67.135.7.63,D4130637
T3720267,2023-04-03T05:57:48.307855,ACC108853,ACC929156,262.57,withdrawal,utilities,Dubai,web,False,,-3213.506093078889,1.73,10,0.8,wire_transfer,31.98.228.147,D4711446
T4642605,2023-04-03T07:37:43.382765,ACC213917,ACC426457,914.1,deposit,entertainment,Singapore,pos,False,,-6191.799644039444,0.35,17,0.13,card,58.181.43.164,D2484850
T4481950,2023-04-03T23:08:50.937890,ACC868482,ACC168421,33.6,payment,other,Tokyo,web,False,,-5489.230222159167,1.62,11,0.08,UPI,62.39.93.183,D7786988
T5028337,2023-04-05T04:49:24.058438,ACC267105,ACC476221,12.86,transfer,grocery,Dubai,pos,False,,486.6156129808333,1.09,14,0.89,wire_transfer,217.202.51.167,D2359642
T1513027,2023-04-05T06:47:51.068921,ACC113025,ACC157192,496.23,deposit,travel,London,mobile,False,,1848.374752043889,-0.11,4,0.37,UPI,221.65.27.71,D2687423
T3116354,2023-04-05T07:51:24.846931,ACC427421,ACC756180,19.04,transfer,utilities,London,mobile,False,,-4485.616376174166,-1.68,7,0.88,wire_transfer,217.189.80.233,D1190519
T4293027,2023-04-05T21:31:15.839300,ACC362448,ACC184615,1521.48,deposit,travel,Sydney,atm,False,,-3998.714667869167,-0.64,9,1.0,UPI,241.254.147.124,D3327725
T2106241,2023-04-06T04:01:43.266443,ACC594417,ACC502500,21.64,payment,other,Toronto,pos,False,,-1168.7468062613889,0.13,10,0.98,wire_transfer,85.186.214.251,D7012732
T3224219,2023-04-06T08:21:29.176071,ACC842191,ACC408737,231.83,payment,restaurant,Toronto,pos,False,,1283.088175999722,0.03,7,0.73,wire_transfer,29.84.194.222,D2699563
T1053340,2023-04-06T10:15:01.190600,ACC593327,ACC471162,69.76,payment,other,Singapore,mobile,False,,-3381.2137957747223,-0.89,16,0.38,ACH,129.60.53.4,D6994796
T4962903,2023-04-06T12:07:15.032788,ACC881688,ACC697319,692.48,withdrawal,travel,Berlin,web,False,,-338.2624422288889,-2.44,6,0.55,card,38.195.234.80,D3069340
T3410663,2023-04-06T12:33:37.663680,ACC810606,ACC697319,427.27,withdrawal,retail,Singapore,mobile,False,,-1991.6954541544449,-0.88,1,0.68,ACH,146.236.111.244,D9846299
T4626756,2023-04-07T13:02:10.218364,ACC479944,ACC697319,33.1,payment,online,Toronto,mobile,True,card_not_present,-3037.142101853889,0.38,6,0.75,wire_transfer,148.247.42.7,D5420319
T3929385,2023-04-07T13:47:38.438248,ACC681985,ACC697319,1406.66,deposit,online,Berlin,atm,False,,-2473.8382777633333,-0.57,17,0.22,wire_transfer,106.218.58.37,D5762565
T4991736,2023-04-07T16:09:03.023839,ACC311723,ACC354985,71.54,payment,retail,London,atm,False,,-1529.419640026667,-1.13,19,0.82,card,171.99.110.34,D5365887
T3796695,2023-04-07T16:38:41.687972,ACC982442,ACC150346,191.66,payment,retail,Singapore,mobile,False,,2238.2559367727777,-0.42,2,0.22,UPI,156.195.108.53,D7782804
T1308326,2023-04-08T05:54:59.780969,ACC211957,ACC470663,1008.18,deposit,grocery,Tokyo,mobile,False,,-2054.960218495833,-0.07,17,0.09,card,91.247.249.6,D5393179
T2669265,2023-04-08T08:58:06.968968,ACC919025,ACC986819,26.66,payment,utilities,London,web,False,,-4883.494959478611,0.71,17,0.85,UPI,0.162.221.97,D4210350
T4964817,2023-04-08T12:10:28.057055,ACC431172,ACC400329,144.2,withdrawal,utilities,Dubai,mobile,False,,-1770.855992793611,-0.24,5,0.1,card,9.97.3.197,D1462701
T3982039,2023-04-08T15:33:37.653647,ACC981813,ACC816406,1308.19,deposit,online,Sydney,mobile,False,,-3710.950084599445,-0.31,20,0.84,wire_transfer,245.96.214.178,D1637879
T3720709,2023-04-09T19:45:14.221245,ACC269686,ACC940662,1250.35,deposit,restaurant,London,web,False,,-412.1938417033333,-1.32,18,0.33,UPI,63.112.61.69,D3027025
T3677888,2023-04-09T20:06:09.254118,ACC529887,ACC346873,11.67,transfer,online,London,pos,False,,-6143.804228036945,0.87,11,0.89,ACH,143.188.216.101,D1912159
T1674946,2023-04-09T23:53:50.326565,ACC840579,ACC384766,32.43,transfer,travel,Singapore,atm,True,card_not_present,819.6240051075,1.97,16,0.76,card,231.163.206.29,D4592792
T1059542,2023-04-11T04:16:20.209935,ACC736547,ACC547967,468.28,withdrawal,entertainment,New York,pos,False,,,0.1,10,0.24,card,22.135.147.100,D2332756
T2195037,2023-04-11T05:09:08.175979,ACC790117,ACC592985,13.33,withdrawal,entertainment,Berlin,web,False,,-4537.979544813055,-0.26,11,0.72,ACH,226.70.19.52,D1654915
T3719807,2023-04-11T10:36:00.198819,ACC770757,ACC466644,79.94,withdrawal,retail,Tokyo,web,False,,-5717.358470305555,0.37,11,0.6,ACH,45.190.243.14,D9988694
T2242436,2023-04-11T10:46:58.714246,ACC729667,ACC140383,680.79,deposit,other,Toronto,mobile,False,,-3096.084915851111,-1.9,14,0.44,wire_transfer,64.43.188.194,D4276437
T796258,2023-04-11T13:55:26.382691,ACC825803,ACC943254,188.16,withdrawal,entertainment,Sydney,pos,False,,,-0.8,20,0.85,ACH,250.171.105.160,D7129071
T544164,2023-04-11T21:05:37.673069,ACC772354,ACC636432,16.67,transfer,retail,Singapore,atm,False,,,0.32,10,0.6,UPI,168.20.175.192,D6674988
T1181654,2023-04-11T22:55:48.019177,ACC110349,ACC211095,281.59,withdrawal,other,Berlin,web,False,,1118.086022651389,-0.09,8,0.2,wire_transfer,103.8.66.129,D9258023
T1467477,2023-04-11T23:08:29.215998,ACC835280,ACC943673,571.01,withdrawal,other,Dubai,mobile,False,,,1.84,7,0.82,wire_transfer,222.210.53.18,D5050664
T1723586,2023-04-12T02:37:50.934014,ACC413185,ACC190114,126.91,payment,other,New York,pos,False,,,-0.09,15,0.88,ACH,141.157.83.66,D8451828
T4526597,2023-04-12T03:39:22.584202,ACC520121,ACC937218,5.42,transfer,retail,Berlin,web,False,,1962.3340569119448,-1.09,13,0.64,wire_transfer,114.14.86.171,D9318731
T2576141,2023-04-12T04:25:36.562048,ACC238293,ACC274527,19.7,transfer,restaurant,New York,atm,False,,-1407.924261907778,0.05,2,0.08,ACH,245.142.176.52,D8282266
T244557,2023-04-12T06:12:50.109184,ACC869461,ACC218091,9.56,transfer,utilities,Sydney,atm,False,,,0.05,20,0.23,card,219.130.14.243,D2530488
T1986257,2023-04-12T22:19:25.835494,ACC425213,ACC786701,23.45,payment,restaurant,Dubai,atm,False,,1453.088321168611,-2.49,18,0.16,UPI,71.185.74.84,D7614060
T3264755,2023-04-12T22:35:14.226589,ACC277015,ACC639119,1311.05,deposit,grocery,New York,web,False,,-74.80588849944444,-0.21,8,0.53,card,110.209.143.206,D2601494
T2552824,2023-04-12T23:38:39.345873,ACC545951,ACC155947,715.79,deposit,other,Dubai,atm,False,,,0.31,20,0.89,card,221.62.96.82,D4386381
T2678155,2023-04-13T01:37:53.092102,ACC405567,ACC462870,13.58,transfer,grocery,Berlin,mobile,False,,18.308623556944443,-0.44,5,0.03,wire_transfer,118.22.252.159,D9776937
T1495426,2023-04-13T01:47:51.079768,ACC975529,ACC531494,248.08,withdrawal,other,Berlin,mobile,False,,,0.34,16,0.22,card,79.122.68.9,D3596345
T1960168,2023-04-13T02:57:53.113174,ACC329376,ACC348702,1222.65,deposit,travel,Berlin,atm,False,,-747.6205782780555,1.9,2,0.46,card,218.188.57.128,D6640595
T2011281,2023-04-13T13:41:42.331413,ACC936138,ACC228366,150.11,payment,online,Toronto,atm,False,,366.1479117658333,0.11,17,0.8,ACH,207.189.170.216,D9900062
T683005,2023-04-13T20:03:27.164196,ACC355163,ACC700192,970.66,deposit,online,Toronto,pos,False,,,-0.11,6,0.33,ACH,134.86.69.178,D3819956
T4356135,2023-04-13T22:51:32.546753,ACC615158,ACC293189,14.68,transfer,restaurant,London,pos,True,card_not_present,-6127.363674459444,1.86,16,0.82,wire_transfer,96.176.61.184,D3673040
T1968022,2023-04-14T08:18:03.156953,ACC306252,ACC330541,0.01,withdrawal,online,Dubai,pos,True,card_not_present,962.1262674316666,-0.55,10,0.44,wire_transfer,29.184.134.192,D8490639
T3187728,2023-04-16T01:37:46.761032,ACC915725,ACC877269,23.27,transfer,grocery,New York,mobile,False,,-2919.785823149722,-1.69,2,0.07,card,27.59.165.202,D7312642
T4333640,2023-04-16T02:52:23.264734,ACC982797,ACC668218,7.21,transfer,travel,Singapore,web,False,,-367.1788160111111,-1.04,8,0.4,ACH,226.238.205.108,D4696644
T1642843,2023-04-16T10:05:34.334292,ACC764758,ACC750565,14.35,transfer,entertainment,Singapore,mobile,False,,2098.482916815278,0.16,19,0.56,UPI,75.180.61.104,D7274056
T374333,2023-04-16T19:57:37.227196,ACC398379,ACC619976,1934.82,deposit,utilities,New York,pos,False,,,-0.71,17,0.67,wire_transfer,14.223.92.5,D5894965
T1074902,2023-04-16T21:12:20.981496,ACC426762,ACC525306,437.55,withdrawal,online,London,mobile,False,,,-1.33,19,0.57,card,96.254.170.16,D2565589
T2942979,2023-04-17T06:00:20.964204,ACC324593,ACC823183,29.41,transfer,utilities,Dubai,atm,False,,335.7203486497222,0.89,14,0.73,ACH,208.72.59.161,D8094420
T4581599,2023-04-17T09:20:21.556749,ACC302359,ACC532674,11.01,transfer,utilities,New York,atm,False,,1713.609171805,0.12,18,0.67,card,251.167.62.238,D3330920
T4729629,2023-04-17T11:10:40.165646,ACC340137,ACC501990,103.06,transfer,utilities,Singapore,pos,False,,998.1029501177778,-0.8,8,0.98,ACH,208.149.57.89,D7636831
T3842602,2023-04-17T14:10:58.305688,ACC642599,ACC647180,274.15,payment,entertainment,Tokyo,atm,False,,-6098.379801607501,1.01,11,0.05,wire_transfer,71.144.219.84,D8871653
T2773437,2023-04-17T16:39:29.009015,ACC423128,ACC440234,20.23,transfer,utilities,Singapore,mobile,False,,-1755.7361446608334,-2.61,20,0.09,ACH,104.210.61.28,D5185963
T1537916,2023-04-17T21:18:35.131033,ACC729343,ACC574370,147.06,payment,travel,Sydney,mobile,False,,-4236.017676566944,-1.72,4,0.73,wire_transfer,78.134.119.54,D7812489
T2793045,2023-04-18T09:30:42.431396,ACC551061,ACC715769,26.43,transfer,online,Toronto,atm,False,,1200.086478827778,0.08,13,0.49,card,129.128.31.194,D1136136
T2605437,2023-04-18T12:39:18.732229,ACC254468,ACC275836,0.01,withdrawal,other,Dubai,web,False,,-908.6518707683332,0.58,16,0.29,ACH,68.240.226.186,D5842203
T4835659,2023-04-18T14:10:35.027565,ACC984826,ACC953391,11.85,transfer,travel,Singapore,pos,False,,-2988.6682668691665,-0.33,20,0.2,UPI,200.81.158.173,D9528164
T1710879,2023-04-18T15:57:14.572517,ACC480120,ACC475510,1133.11,deposit,restaurant,New York,web,False,,,-0.72,11,0.56,UPI,92.181.115.162,D6548326
T1036619,2023-04-18T17:00:42.638437,ACC959055,ACC289489,0.01,withdrawal,travel,Tokyo,atm,False,,628.9143611480556,-0.66,2,0.46,card,184.139.67.229,D2142878
T4507314,2023-04-18T18:08:20.243953,ACC722948,ACC345196,688.96,deposit,online,Dubai,web,False,,-879.6105420819445,0.63,5,0.81,ACH,128.88.87.186,D2205766
T2930261,2023-04-18T22:12:41.485278,ACC973773,ACC240609,511.14,withdrawal,other,Tokyo,pos,False,,1733.4135766425,-0.73,15,0.77,wire_transfer,237.222.217.48,D2134338
T2307561,2023-04-19T11:26:25.422129,ACC383312,ACC292400,12.59,transfer,online,New York,pos,False,,-4188.815459241389,1.65,9,0.39,card,10.183.225.164,D5527453
T2590696,2023-04-19T11:33:08.415378,ACC670717,ACC110079,31.51,transfer,utilities,Tokyo,web,False,,-4122.740161556667,0.06,17,0.3,card,135.82.207.230,D1023787
T362010,2023-04-19T23:05:48.285000,ACC437037,ACC401559,12.99,transfer,entertainment,Dubai,web,False,,,-0.92,13,0.42,ACH,132.158.92.28,D8601149
T2955927,2023-04-20T20:19:17.369622,ACC334579,ACC151581,39.64,transfer,grocery,Berlin,pos,False,,-5972.175518990278,-0.18,16,0.04,card,154.144.87.245,D3998745
T2736280,2023-04-20T21:05:00.119316,ACC400750,ACC663438,150.98,payment,travel,Singapore,pos,False,,,0.68,9,0.34,ACH,10.163.185.249,D4831088
T4196090,2023-04-20T21:17:11.028968,ACC544005,ACC565832,58.96,payment,online,Sydney,web,False,,-852.7364631208334,-1.49,3,0.57,UPI,125.130.105.108,D5147274
T2204350,2023-04-21T00:03:42.752087,ACC125742,ACC683178,281.42,payment,utilities,Sydney,web,False,,-2244.037721010278,2.1,11,0.91,card,171.193.24.116,D9901436
T3027538,2023-04-21T04:19:50.410892,ACC546131,ACC406971,66.76,withdrawal,entertainment,Berlin,web,False,,1489.8021498072223,0.63,15,0.51,UPI,20.132.248.222,D1403025
T3263305,2023-04-21T06:11:12.007086,ACC434912,ACC454110,163.02,payment,other,Singapore,atm,False,,-5754.963867033056,-2.97,1,0.08,UPI,222.92.15.139,D8276354
T2838993,2023-04-21T14:55:43.963214,ACC466851,ACC505470,119.4,payment,travel,Dubai,pos,False,,-3676.4743795866666,0.08,7,0.01,wire_transfer,34.100.104.168,D8763517
T3255636,2023-04-21T21:45:27.167300,ACC106091,ACC237517,19.36,transfer,utilities,Singapore,mobile,False,,-200.7982738613889,0.58,4,0.69,ACH,94.237.91.187,D7950214
T673962,2023-04-22T00:33:56.826471,ACC754406,ACC644097,870.52,deposit,utilities,Berlin,pos,False,,,0.87,4,0.64,ACH,238.91.98.53,D9809278
T1828440,2023-04-22T08:14:41.003982,ACC717041,ACC974685,33.67,transfer,other,Berlin,pos,False,,-5464.138938635556,-0.41,10,0.27,wire_transfer,55.1.219.113,D1904496
T2221468,2023-04-22T12:21:42.548582,ACC485000,ACC376812,36.58,transfer,online,Tokyo,web,False,,,-0.32,2,0.09,ACH,56.174.132.119,D5839731
T3715100,2023-04-22T12:49:07.948254,ACC750256,ACC686885,202.56,withdrawal,online,Sydney,web,False,,-3485.1437024366664,0.87,7,0.66,wire_transfer,91.209.19.226,D9222566
T2987926,2023-04-22T15:45:42.943314,ACC240546,ACC237889,289.54,withdrawal,restaurant,London,pos,False,,-1162.844325875,0.41,16,0.96,ACH,164.212.131.208,D6370379
T1951083,2023-04-22T21:20:53.198002,ACC852197,ACC764467,392.25,withdrawal,other,Dubai,pos,True,card_not_present,1427.9359891591666,0.52,1,0.04,UPI,198.83.45.150,D7294108
T3958441,2023-04-22T23:54:40.123830,ACC368282,ACC234878,114.19,payment,restaurant,Sydney,pos,False,,100.84079178611113,-1.59,12,0.45,ACH,117.33.192.78,D5963862
T1741187,2023-04-23T17:39:50.478223,ACC165797,ACC828616,1110.86,deposit,other,Tokyo,web,False,,,-0.7,1,0.97,UPI,47.51.177.26,D3395791
T2432649,2023-04-23T18:46:51.462514,ACC189188,ACC142532,1433.59,deposit,retail,Toronto,web,False,,-5138.566423296389,-0.52,4,0.12,UPI,241.23.116.254,D3790729
T218687,2023-04-23T20:02:33.972434,ACC731434,ACC373717,269.14,deposit,travel,Tokyo,pos,False,,,-0.9,14,0.86,ACH,7.94.96.13,D4379598
T2409420,2023-04-24T10:18:01.465477,ACC333671,ACC235494,136.5,payment,entertainment,Toronto,mobile,False,,455.4781147808333,-1.75,9,0.06,ACH,251.41.100.192,D8900510
T2464357,2023-04-24T18:54:44.641482,ACC235755,ACC129076,51.51,transfer,online,New York,mobile,True,card_not_present,618.1885043127778,0.85,14,0.34,ACH,2.201.101.193,D3047710
T802881,2023-04-25T04:15:19.875795,ACC934356,ACC576674,1626.55,deposit,utilities,Berlin,pos,False,,-4583.767213564167,-0.59,5,0.04,UPI,2.218.33.109,D7597779
T1231182,2023-04-25T06:05:21.083904,ACC374915,ACC762181,18.77,payment,restaurant,Toronto,mobile,False,,-416.9111747838889,0.93,13,0.81,UPI,75.104.170.32,D9602880
T3862231,2023-04-25T06:41:37.224957,ACC529514,ACC186646,69.45,payment,grocery,Singapore,web,False,,461.5731237247222,0.21,14,0.53,wire_transfer,154.76.28.39,D2893551
T3669039,2023-04-25T16:54:07.552560,ACC393066,ACC148365,17.61,transfer,travel,New York,pos,False,,-5242.360181082222,-1.01,15,0.05,wire_transfer,165.25.252.14,D8167599
T1596184,2023-04-25T18:36:48.260002,ACC219470,ACC925736,67.4,transfer,entertainment,Singapore,atm,False,,-444.16461819666665,0.1,7,0.67,UPI,105.73.222.195,D5684881
T2947827,2023-04-25T23:09:37.947727,ACC394412,ACC977122,12.0,payment,entertainment,New York,mobile,False,,-666.6886453336111,0.48,2,0.73,card,173.2.236.30,D8265818
T581210,2023-04-26T04:42:32.097089,ACC170096,ACC842114,914.49,deposit,retail,New York,mobile,False,,-1854.3313837716669,-1.74,15,0.87,wire_transfer,228.170.32.38,D8875513
T3038954,2023-04-26T05:55:47.748697,ACC934949,ACC457204,5.96,transfer,restaurant,New York,pos,False,,1760.7544644494446,-0.19,6,0.88,card,126.162.188.145,D9622409
T1042064,2023-04-26T17:14:43.593862,ACC488320,ACC803174,264.09,payment,restaurant,Tokyo,web,False,,-4080.985492920833,0.39,20,0.53,wire_transfer,126.162.188.145,D5869698
T3818736,2023-04-27T01:07:50.037627,ACC771343,ACC236181,241.35,deposit,utilities,Sydney,mobile,False,,2609.566941883889,-0.08,17,0.89,card,126.162.188.145,D2561202
T3741208,2023-04-27T02:11:52.777747,ACC253488,ACC974014,1351.65,deposit,online,Tokyo,atm,False,,-5667.916349781667,-0.25,2,0.96,card,126.162.188.145,D7267199
T344755,2023-04-27T07:32:00.673337,ACC232932,ACC805675,983.3,deposit,restaurant,Berlin,mobile,False,,,-1.2,10,0.78,ACH,181.197.68.172,D8910552
T2893439,2023-04-27T09:05:16.634072,ACC732803,ACC745179,1695.46,deposit,travel,Sydney,web,False,,-3900.306313325278,-0.63,18,0.25,ACH,227.243.32.205,D2839114
T3651724,2023-04-27T10:06:10.699028,ACC403896,ACC391659,902.33,deposit,entertainment,Berlin,pos,False,,135.63920285027777,-0.14,20,0.58,wire_transfer,82.150.109.24,D5253049
T2053383,2023-04-27T10:28:34.181100,ACC454962,ACC594471,313.73,withdrawal,travel,Berlin,pos,False,,-2358.6127198036115,1.2,10,0.94,card,87.58.171.233,D3460825
T2601680,2023-04-27T14:32:20.980984,ACC435934,ACC586579,475.29,deposit,retail,Singapore,atm,False,,-1005.4850754922222,-0.85,4,0.32,ACH,215.83.234.115,D4342265
T778260,2023-04-27T14:47:16.341113,ACC546378,ACC335782,17.46,transfer,online,Singapore,pos,False,,1230.6071890430555,1.68,17,0.02,wire_transfer,156.82.65.180,D4086264
T1213721,2023-04-28T03:39:24.091099,ACC528476,ACC907101,516.19,withdrawal,entertainment,Singapore,pos,True,card_not_present,-3351.467605965277,2.89,3,0.56,UPI,100.167.62.162,D6618959
T4697445,2023-04-28T08:56:59.268017,ACC944674,ACC739719,47.27,payment,other,Singapore,mobile,False,,-2495.406174201389,1.32,19,0.99,card,50.73.44.6,D1521765
T1130133,2023-04-28T11:38:30.836637,ACC338843,ACC466439,1080.35,deposit,travel,Dubai,mobile,False,,-4055.005072492778,1.19,15,0.75,UPI,153.163.144.27,D3474620
T3833649,2023-04-28T14:34:19.497354,ACC371946,ACC937950,179.28,withdrawal,grocery,Berlin,pos,False,,2305.2949716166668,-0.22,19,0.7,wire_transfer,13.164.44.67,D6485534
T2799181,2023-04-28T15:48:47.863302,ACC159478,ACC905043,137.75,payment,retail,Singapore,web,False,,518.8188344127778,-2.9,6,0.88,wire_transfer,2.7.228.150,D5190607
T1680161,2023-04-28T19:57:26.088003,ACC784560,ACC114400,123.52,withdrawal,retail,Berlin,atm,False,,-3982.323742107222,-0.42,5,0.27,wire_transfer,178.93.121.142,D9820723
T1476854,2023-04-28T22:17:29.364212,ACC901432,ACC608137,33.71,payment,restaurant,Tokyo,atm,False,,-132.63114887305554,-1.06,11,0.56,wire_transfer,222.70.192.143,D5707464
T636822,2023-04-30T00:17:08.303620,ACC810172,ACC469912,44.9,payment,online,Berlin,pos,False,,793.64564865,-1.03,15,0.53,ACH,72.17.147.59,D7396389
T954532,2023-04-30T13:03:23.482781,ACC517019,ACC186420,1500.77,deposit,retail,New York,mobile,False,,-4017.355211958056,0.11,16,0.9,ACH,221.96.119.238,D8214525
T2734172,2023-04-30T19:32:36.352465,ACC319823,ACC276868,527.22,deposit,entertainment,Toronto,pos,False,,,0.96,18,0.01,wire_transfer,31.106.146.74,D4290128
T1759926,2023-05-01T00:00:55.019502,ACC530166,ACC239263,1232.89,deposit,utilities,New York,mobile,False,,-2199.665695253333,-0.43,15,0.21,ACH,92.226.97.133,D4282710
T4890314,2023-05-01T13:27:37.141438,ACC144578,ACC810304,610.55,withdrawal,entertainment,London,mobile,False,,-1229.1277984102776,0.95,14,0.18,wire_transfer,172.121.224.242,D4571896
T1313329,2023-05-02T09:09:02.884886,ACC804514,ACC911659,16.23,transfer,entertainment,Sydney,atm,False,,-5322.704203584166,-0.8,9,0.71,ACH,177.146.57.251,D7232170
T2673057,2023-05-02T12:02:46.297088,ACC922228,ACC768601,358.66,withdrawal,utilities,Singapore,pos,False,,2764.514151028611,-1.09,10,0.65,ACH,125.119.8.119,D4901629
T3557863,2023-05-02T19:13:07.523265,ACC723374,ACC195386,212.4,withdrawal,online,Tokyo,atm,False,,-5798.720606329444,0.16,4,0.87,ACH,95.21.97.62,D2990148
